# Data source: SEC EDGAR (data.sec.gov)
# Screener Parameters:
# Revenue >= 0.0
# NetIncome >= 0.0
# EPS >= 0.0
# Debt/Assets <= 0.8

Ticker,Company,CIK,ReportDate,Revenue,NetIncome,NetMargin%,RevenueYoY%,Assets,Liabilities,Equity,Debt/Assets%,EPS,SharesOut
USNA,"USANA HEALTH SCIENCES, INC.",0000896264,2024-12-28,1060902000,42030000,3.96,-10.79,748193000,161861000,532109000.0,21.63,2.2,18280857.0
AESI,Atlas Energy Solutions Inc.,0001984060,2024-12-31,1055957000,59944000,5.68,71.99,1972652000,936096000,1036556000.0,47.45,0.55,123982170.0
AIN,ALBANY INTERNATIONAL CORP.,0000819793,2024-12-31,1054132000,87623000,8.31,7.29,1648696000,699749000,943538000.0,42.44,2.81,28700000.0
HAYW,"Hayward Holdings, Inc.",0001834622,2024-12-31,1051606000,118655000,11.28,5.96,2990624000,1566977000,1423647000.0,52.4,0.55,216863239.0
OHI,"OMEGA HEALTHCARE INVESTORS, INC.",0000888491,2024-12-31,1051390000,221349000,21.05,10.7,9897891000,5167052000,4536673000.0,52.2,1.57,295529000.0
XHR,"Xenia Hotels & Resorts, Inc.",0001616000,2024-12-31,1039047000,16143000,1.55,1.33,2831616000,1551283000,1243103000.0,54.78,0.15,94805748.0
CROX,"CROCS, INC.",0001334036,2024-12-31,1023513000,950071000,92.82,-1.23,4812153000,2976421000,1835732000.0,61.85,16.0,51915657.0
PSTG,"Pure Storage, Inc.",0001474432,2025-02-02,1023019000,106739000,10.43,40.53,3963942000,2657467000,1306475000.0,67.04,0.33,330171649.0
TDY,TELEDYNE TECHNOLOGIES INC,0001094285,2024-12-29,1020400000,819200000,80.28,-4.57,14200500000,4645100000,9549400000.0,32.71,17.43,46950987.0
ACLS,AXCELIS TECHNOLOGIES INC,0001113232,2025-09-30,1017865000,85941000,8.44,-9.97,1348781000,335991000,1012790000.0,24.91,6.17,30999133.0
FWRG,"First Watch Restaurant Group, Inc.",0001789940,2024-12-29,1015910000,18925000,1.86,13.95,1514356000,918967000,595389000.0,60.68,0.31,61032105.0
DAC,Danaos Corp,0001369241,2024-12-31,1014110000,505073000,49.8,4.16,4343654000,918854000,3424800000.0,21.15,26.15,18987616.0
BORR,Borr Drilling Limited,0001715497,2024-12-31,1010600000,82100000,8.12,30.97,3419600000,2426300000,1036800000.0,70.95,0.33,244926821.0
ACIW,"ACI WORLDWIDE, INC.",0000935036,2024-12-31,1009780000,203118000,20.12,-1.41,3025293000,1600966000,1424327000.0,52.92,1.93,103088006.0
BZ,KANZHUN LIMITED,0001842827,2024-12-31,1007723000,15548000,1.54,20.21,2645552000,595654000,2036822000.0,22.52,0.25,100080000.0
AEBI,Aebi Schmidt Holding AG,0002048519,2025-09-30,998254000,971000,0.1,,2075360000,1263065000,812249000.0,60.86,0.02,77341785.0
STRA,"Strategic Education, Inc.",0001013934,2024-12-31,997137000,112684000,11.3,57.23,2049735000,387236000,1662499000.0,18.89,4.81,23486618.0
TILE,INTERFACE INC,0000715787,2024-12-29,996443000,86946000,8.73,301.23,1170816000,681668000,489148000.0,58.22,1.49,58390617.0
MCW,"Mister Car Wash, Inc.",0001853513,2024-12-31,994727000,70239000,7.06,7.3,3101796000,2103444000,998352000.0,67.81,0.22,327568371.0
ATAT,Atour Lifestyle Holdings Limited,0001853717,2024-12-31,992963000,174722000,17.6,51.09,1079393000,675808000,405002000.0,62.61,0.42,414557854.0
GTLS,"CHART INDUSTRIES, INC.",0000892553,2024-12-31,988800000,218500000,22.1,15.09,9123900000,6128700000,2828800000.0,67.17,4.54,44952953.0
DEI,"Douglas Emmett, Inc.",0001364250,2024-12-31,986478000,23517000,2.38,-3.33,9403700000,5745460000,2058649000.0,61.1,0.13,167462059.0
DTM,"DT Midstream, Inc.",0001842022,2024-12-31,981000000,354000000,36.09,6.4,9935000000,5169000000,4627000000.0,52.03,3.63,101673925.0
SSD,"Simpson Manufacturing Co., Inc.",0000920371,2024-12-31,977025000,322224000,32.98,13.52,2736168000,923034000,1805348000.0,33.73,7.64,41459275.0
PBH,PRESTIGE CONSUMER HEALTHCARE INC.,0001295947,2025-03-31,975777000,214605000,21.99,36.77,3402218000,1567321000,1834897000.0,46.07,4.32,48084010.0
SDHC,Smith Douglas Homes Corp.,0001982518,2024-12-31,975463000,16070000,1.65,27.57,475901000,74174000,73632000.0,15.59,1.82,
HWKN,"HAWKINS, INC.",0000046250,2025-03-30,974431000,84345000,8.66,6.01,769867000,309575000,460292000.0,40.21,4.05,20890239.0
MNDY,monday.com Ltd.,0001845338,2024-12-31,971995000,32372000,3.33,33.21,1685508000,655277000,1030231000.0,38.88,0.65,50773337.0
SMP,"Standard Motor Products, Inc.",0000093389,2024-12-31,971975000,27500000,2.83,-0.86,1814126000,1184044000,615745000.0,65.27,1.26,21999190.0
CSGP,"CoStar Group, Inc.",0001057352,2024-12-31,965230000,138700000,14.37,15.23,9256800000,1703300000,7553500000.0,18.4,0.34,423822791.0
CAVA,"CAVA Group, Inc.",0001639438,2024-12-29,963713000,130319000,13.52,32.25,1169669000,474103000,695566000.0,40.53,1.14,115986120.0
DFIN,"Donnelley Financial Solutions, Inc.",0001669811,2024-12-31,963000000,92400000,9.6,-4.17,841600000,405500000,436100000.0,48.18,3.16,26537083.0
CABO,"Cable One, Inc.",0001632127,2024-12-31,960029000,14480000,1.51,17.13,6525895000,4729863000,1796032000.0,72.48,2.58,5635177.0
VNOM,"Viper Energy, Inc.",0002074176,2025-09-30,960000000,35000000,3.65,,13688000000,2747000000,4620000000.0,20.07,0.25,
STRL,"STERLING INFRASTRUCTURE, INC.",0000874238,2024-12-31,957958000,257461000,26.88,38.81,2016774000,1190296000,808081000.0,59.02,8.35,30719373.0
INSW,"INTERNATIONAL SEAWAYS, INC.",0001679049,2024-12-31,951613000,416724000,43.79,-11.21,2636397000,780349000,1856048000.0,29.6,8.45,49394531.0
CCC,CCC INTELLIGENT SOLUTIONS HOLDINGS INC.,0001818201,2024-12-31,944800000,31240000,3.31,9.05,3183218000,1163716000,1997823000.0,36.56,0.04,642019656.0
REXR,"Rexford Industrial Realty, Inc.",0001571283,2024-12-31,936407000,273802000,29.24,17.37,12648218000,3922239000,8324070000.0,31.01,1.2,232810406.0
MED,"Medifast, Inc.",0000910329,2024-12-31,934842000,2091000,0.22,30.99,284213000,74104000,210109000.0,26.07,0.19,10991273.0
GETY,"Getty Images Holdings, Inc.",0001898496,2025-09-30,926244000,21618000,2.33,0.82,2563708000,1845368000,670196000.0,71.98,0.1,415860181.0
TRS,TRIMAS CORPORATION,0000842633,2024-12-31,925010000,24250000,2.62,3.52,1324180000,656880000,667300000.0,49.61,0.6,40645671.0
RSI,"Rush Street Interactive, Inc.",0001793659,2024-12-31,924083000,2388000,0.26,33.7,379466000,181150000,78678000.0,47.74,0.03,204792517.0
CHRD,Chord Energy Corporation,0001486159,2024-12-31,922553000,848627000,91.99,,13032007000,4329745000,8702262000.0,33.22,16.32,56865300.0
CBZ,"CBIZ, Inc.",0000944148,2024-12-31,922003000,41038000,4.45,7.79,4470883000,2690900000,1779983000.0,60.19,0.78,54401424.0
BBSI,"BARRETT BUSINESS SERVICES, INC.",0000902791,2024-12-31,920432000,52993000,5.76,9.5,745508000,524104000,221404000.0,70.3,2.03,25624623.0
LRN,"Stride, Inc.",0001157408,2025-06-30,917734000,287941000,31.38,322.51,2293959000,814340000,1479619000.0,35.5,6.69,43858627.0
COLM,COLUMBIA SPORTSWEAR COMPANY,0001050797,2024-12-31,915623000,108013000,11.8,-69.91,2975265000,1195226000,1780039000.0,40.17,3.83,53888892.0
BKE,"BUCKLE, INC",0000885245,2025-02-01,913380000,195468000,21.4,307.2,913173000,489369000,423804000.0,53.59,3.92,51156626.0
MGRC,McGRATH RENTCORP,0000752714,2024-12-31,910942000,231727000,25.44,9.51,2277584000,1154216000,1123368000.0,50.68,9.44,24611657.0
SFL,SFL Corporation Ltd.,0001289877,2024-12-31,904404000,130653000,14.45,20.22,4107769000,2979347000,1128422000.0,72.53,1.01,145708524.0
ALKS,Alkermes plc.,0001520262,2024-12-31,903374000,367070000,40.63,21.15,2055567000,590590000,1464977000.0,28.73,2.22,165117509.0
RLGT,"RADIANT LOGISTICS, INC.",0001171155,2025-06-30,902696000,17291000,1.92,12.49,426774000,200689000,226016000.0,47.02,0.37,46886380.0
CRVL,CORVEL CORPORATION,0000874866,2025-03-31,895589000,95165000,10.63,12.61,545976000,223989000,321987000.0,41.03,1.85,51246949.0
OSW,OneSpaWorld Holdings Limited,0001758488,2024-12-31,895019000,72864000,8.14,12.72,746423000,191926000,554497000.0,25.71,0.7,101952381.0
TW,Tradeweb Markets Inc.,0001758730,2024-12-31,892659000,501507000,56.18,15.1,7267993000,869108000,5800192000.0,11.96,2.35,0.0
SLG,SL GREEN REALTY CORP,0001040971,2024-12-31,886272000,22010000,2.48,-3.0,10470099000,5915143000,3951300000.0,56.5,0.08,71025886.0
GTN.A,"Gray Media, Inc.",0000043196,2024-12-31,882728000,375000000,42.48,8.65,10542000000,7609000000,2283000000.0,72.18,3.4,87539056.0
GTN,"Gray Media, Inc.",0000043196,2024-12-31,882728000,375000000,42.48,8.65,10542000000,7609000000,2283000000.0,72.18,3.4,87539056.0
PHIN,PHINIA INC.,0001968915,2025-09-30,882000000,79000000,8.96,3.64,3768000000,2194000000,1586000000.0,58.23,1.8,38442674.0
EIG,"EMPLOYERS HOLDINGS, INC.",0001379041,2024-12-31,880700000,118600000,13.47,3.5,3541300000,2472600000,1068700000.0,69.82,4.73,22479106.0
HLX,"HELIX ENERGY SOLUTIONS GROUP, INC.",0000866829,2024-12-31,876561000,55637000,6.35,3.6,2597080000,1077315000,1519765000.0,41.48,0.37,147080917.0
AGX,ARGAN INC,0000100591,2025-01-31,874179000,85459000,9.78,52.47,836227000,484370000,351857000.0,57.92,6.35,13873410.0
AGO,ASSURED GUARANTY LTD.,0001273813,2024-12-31,872000000,376000000,43.12,-36.49,11901000000,6348000000,5495000000.0,53.34,7.01,46109095.0
PAY,"Paymentus Holdings, Inc.",0001841156,2024-12-31,871745000,44169000,5.07,41.86,576247000,90651000,485596000.0,15.73,0.36,0.0
NNN,"NNN REIT, INC.",0000751364,2024-12-31,869266000,396835000,45.65,4.97,8872728000,4510453000,4362275000.0,50.84,2.16,189920815.0
CUZ,COUSINS PROPERTIES INC,0000025232,2024-12-31,856758000,45962000,5.36,6.71,8802146000,3931979000,4846678000.0,44.67,0.3,167965499.0
YRD,Yiren Digital Ltd.,0001631761,2024-12-31,851998000,216774000,25.44,82.69,1778622000,471314000,1307308000.0,26.5,1.25,172605774.0
EE,"Excelerate Energy, Inc",0001888447,2024-12-31,851437000,13897000,1.63,-26.53,2883215000,994714000,1888501000.0,34.5,1.29,
YELP,YELP INC.,0001345016,2024-12-31,846813000,132850000,15.69,18.76,983567000,239598000,743969000.0,24.36,1.97,61491989.0
KRG,KITE REALTY GROUP TRUST,0001286043,2024-12-31,841842000,4071000,0.48,2.29,7091767000,3679690000,3312110000.0,51.89,0.02,216505973.0
PAHC,Phibro Animal Health Corporation,0001069899,2025-06-30,833350000,48264000,5.79,4.12,1360900000,1075218000,285682000.0,79.01,1.19,68910000.0
IRDM,Iridium Communications Inc.,0001418819,2024-12-31,830682000,112776000,13.58,5.05,2671471000,2094834000,576637000.0,78.42,0.95,104745684.0
HIW,"HIGHWOODS PROPERTIES, INC.",0000921082,2024-12-31,825862000,104254000,12.62,-0.98,6029355000,3598110000,2361163000.0,59.68,0.94,109893942.0
KWR,QUAKER CHEMICAL CORPORATION,0000081362,2024-12-31,820082000,116644000,14.22,9.83,2610649000,1256466000,1353567000.0,48.13,6.51,17340035.0
HVT.A,"HAVERTY FURNITURE COMPANIES, INC",0000216085,2024-12-31,819866000,19956000,2.43,-0.21,648747000,341186000,307561000.0,52.59,0.79,0.0
HVT,"HAVERTY FURNITURE COMPANIES, INC",0000216085,2024-12-31,819866000,19956000,2.43,-0.21,648747000,341186000,307561000.0,52.59,0.79,0.0
VIAV,Viavi Solutions Inc.,0000912093,2025-06-28,811400000,34800000,4.29,292.93,1993800000,1213600000,780200000.0,60.87,0.16,223198857.0
LIVN,LIVANOVA PLC,0001639691,2024-12-31,809978000,63234000,7.81,,2506389000,1186131000,1320258000.0,47.32,1.17,54605527.0
SLDE,"Slide Insurance Holdings, Inc.",0001886428,2025-09-30,808894000,273572000,33.82,,2686855000,1722635000,964220000.0,64.11,3.29,124289799.0
MBUU,"MALIBU BOATS, INC.",0001590976,2025-06-30,807561000,14879000,1.84,-2.59,734578000,214745000,515461000.0,29.23,0.76,12.0
XYF,X Financial,0001725033,2024-12-31,804430801,210966225,26.23,18.62,1619236036,666657756,952578280.0,41.17,0.73,250678439.0
BCPC,Balchem Corp,0000009326,2024-12-31,799023000,128475000,16.08,13.56,1575371000,425458000,1149913000.0,27.01,3.97,32386260.0
CXM,"Sprinklr, Inc.",0001569345,2025-01-31,796394000,121609000,15.27,8.74,1184199000,572136000,612063000.0,48.31,0.47,0.0
JFIN,Jiayin Group Inc.,0001743102,2024-12-31,794738000,144736000,18.21,3.21,741151000,312670000,428708000.0,42.19,0.68,216100000.0
AROC,"Archrock, Inc.",0001389050,2024-12-31,794655000,172231000,21.67,-1.54,3824205000,2500674000,1323531000.0,65.39,1.05,175369642.0
GDRX,"GoodRx Holdings, Inc.",0001809519,2024-12-31,792324000,16390000,2.07,5.61,1388067000,663409000,724658000.0,47.79,0.04,
DY,"DYCOM INDUSTRIES, INC.",0000067215,2025-01-25,789159000,233413000,29.58,19.7,2945367000,1706270000,1239097000.0,57.93,8.02,28956051.0
OMCL,"OMNICELL, INC",0000926326,2024-12-31,787309000,12531000,1.59,9.93,2120960000,877647000,1243313000.0,41.38,0.27,44876522.0
ROAD,"CONSTRUCTION PARTNERS, INC.",0001718227,2025-09-30,785679000,101781000,12.95,0.31,3238856000,2326893000,911963000.0,71.84,1.85,19184009.0
BOOT,"Boot Barn Holdings, Inc.",0001610250,2025-03-29,776854000,180942000,23.29,205.84,2018021000,886964000,1131057000.0,43.95,5.93,30483634.0
NSA,National Storage Affiliates Trust,0001618563,2024-12-31,770335000,111518000,14.48,-10.22,5354462000,3591115000,1075980000.0,67.07,1.18,76960767.0
UPWK,UPWORK INC.,0001627475,2024-12-31,769325000,215586000,28.02,11.64,1211613000,636236000,575377000.0,52.51,1.61,130654883.0
PENG,"PENGUIN SOLUTIONS, INC.",0001616533,2025-08-29,761291000,25391000,3.34,377.77,1617200000,1008973000,394246000.0,62.39,0.29,52560157.0
VSEC,VSE CORPORATION,0000102752,2024-12-31,760113000,15324000,2.02,9.88,1734620000,746434000,988186000.0,43.03,0.86,20686361.0
LFUS,LITTELFUSE INC /DE,0000889331,2024-12-28,757853000,100190000,13.22,13.47,3891779000,1478167000,2413257000.0,37.98,4.04,24901687.0
PNR,Pentair plc,0000077360,2024-12-31,755200000,625400000,82.81,1.99,6446500000,2883600000,4663800000.0,44.73,3.78,163641880.0
CDP,COPT DEFENSE PROPERTIES,0000860546,2024-12-31,753267000,13708000,1.82,9.97,4254191000,2693624000,1493083000.0,63.32,1.23,113210594.0
KTOS,"KRATOS DEFENSE & SECURITY SOLUTIONS, INC.",0001069258,2024-12-29,751900000,16300000,2.17,12.44,1950900000,597700000,312600000.0,30.64,0.11,168840708.0
FORTY,FORMULA SYSTEMS (1985) LTD.,0001045986,2015-12-31,750555000,73705000,9.82,17.93,1066949000,504166000,451557000.0,47.25,5.24,15332667.0
HCI,"HCI Group, Inc.",0001400810,2024-12-31,750051000,109953000,14.66,36.21,2230213000,1761172000,453333000.0,78.97,10.59,12960037.0
DUOL,"Duolingo, Inc.",0001562088,2024-12-31,748024000,88574000,11.84,40.84,1301728000,477178000,824550000.0,36.66,2.04,16645000.0
EZPW,"EZCORP, INC.",0000876523,2025-09-30,747954000,109613000,14.66,288.3,1951209000,925724000,744949000.0,47.44,1.91,
DAY,"Dayforce, Inc.",0001725057,2024-12-31,746400000,18100000,2.42,11.27,9117000000,6570700000,2546300000.0,72.07,0.11,160034963.0
ONTO,ONTO INNOVATION INC.,0000704532,2025-09-27,738397000,201670000,27.31,,2117091000,191209000,1925882000.0,9.03,4.09,49011162.0
BSY,"BENTLEY SYSTEMS, INCORPORATED",0001031308,2024-12-31,734849000,234787000,31.95,6.24,3399807000,2358687000,1040987000.0,69.38,0.75,
AMPH,"Amphastar Pharmaceuticals, Inc.",0001297184,2024-12-31,731967000,159519000,21.79,13.59,1577470000,845172000,445522000.0,53.58,3.29,45952174.0
ACAD,Acadia Pharmaceuticals Inc.,0001070494,2024-12-31,726437000,226451000,31.17,40.45,1187756000,454963000,732793000.0,38.3,1.37,169181817.0
GWRE,"Guidewire Software, Inc.",0001528396,2025-07-31,719514000,69804000,9.7,8.84,2721099000,1263869000,1457230000.0,46.45,0.83,85019176.0
AMRC,"Ameresco, Inc.",0001488139,2024-12-31,717152000,56757000,7.91,10.12,4158508000,260908657,1013225000.0,6.27,1.08,60000000.0
HRMY,"HARMONY BIOSCIENCES HOLDINGS, INC.",0001802665,2024-12-31,714734000,145493000,20.36,22.8,999200000,340045000,659155000.0,34.03,2.56,57596358.0
HLNE,HAMILTON LANE INC,0001433642,2025-03-31,712963000,217417000,30.49,28.73,1690355000,766460000,717281000.0,45.34,3.98,0.0
CRCT,"Cricut, Inc.",0001828962,2024-12-31,712538000,62830000,8.82,-6.88,693035000,226274000,466761000.0,32.65,0.29,212194793.0
PTLO,PORTILLO'S INC.,0001871509,2024-12-29,710554000,29517000,4.15,4.51,1500086000,1009983000,401061000.0,67.33,0.48,61794622.0
AHH,"ARMADA HOFFLER PROPERTIES, INC.",0001569187,2024-12-31,708470000,35645000,5.03,6.19,2512863000,1623194000,670636000.0,64.6,0.34,80153392.0
TPL,Texas Pacific Land Corporation,0001811074,2024-12-31,705823000,453960000,64.32,11.75,1248020000,115555000,1132465000.0,9.26,19.75,22979410.0
SBRA,"SABRA HEALTH CARE REIT, INC.",0001492298,2024-12-31,703235000,126712000,18.02,8.61,5303679000,2562391000,2741288000.0,48.31,0.54,249349673.0
GLDD,Great Lakes Dredge & Dock Corporation,0001372020,2024-12-31,702503000,57265000,8.15,-8.48,1255103000,806193000,448910000.0,64.23,0.85,67999305.0
MG,"Mistras Group, Inc.",0001436126,2024-12-31,700970000,18958000,2.7,,523038000,324143000,198568000.0,61.97,0.22,31548153.0
RMR,RMR Group Inc.,0001644378,2025-09-30,700284000,17596000,2.51,-21.98,718245000,316232000,227656000.0,44.03,1.03,15000000.0
EPR,EPR PROPERTIES,0001045450,2024-12-31,698068000,146066000,20.92,-1.08,5616507000,3293262000,2073868000.0,58.64,1.61,76140341.0
GLRE,"GREENLIGHT CAPITAL RE, LTD.",0001385613,2024-12-31,696026000,42816000,6.15,4.34,2016223000,1380344000,635879000.0,68.46,1.26,34099226.0
PNTG,"THE PENNANT GROUP, INC.",0001766400,2024-12-31,695240000,22559000,3.24,27.59,679521000,367556000,71104000.0,54.09,0.72,34593720.0
NRDS,"NerdWallet, Inc.",0001625278,2024-12-31,687600000,30400000,4.42,14.71,437600000,73400000,364200000.0,16.77,0.4,74731000.0
BZH,"BEAZER HOMES USA, INC.",0000915840,2025-09-30,686748000,45588000,6.64,64.37,2609708000,1360802000,1248906000.0,52.14,1.53,29759950.0
HIMX,"Himax Technologies, Inc.",0001342338,2017-12-31,685167000,27967000,4.08,-14.67,802055000,343486000,456648000.0,42.83,0.08,349826828.0
PEGA,PEGASYSTEMS INC.,0001013857,2024-12-31,682695000,99189000,14.53,15.71,1768273000,1182793000,585480000.0,66.89,1.16,169722783.0
LZ,"LegalZoom.com, Inc.",0001286139,2024-12-31,681881000,29963000,4.39,3.2,373883000,280626000,93257000.0,75.06,0.17,177270258.0
LOVE,THE LOVESAC COMPANY,0001701758,2025-02-02,680628000,11556000,1.7,-2.8,532250000,315895000,216355000.0,59.35,0.75,14617106.0
PCH,POTLATCHDELTIC CORP,0001338749,2024-12-31,678595000,21876000,3.22,13.27,3305443000,1267773000,2037670000.0,38.35,0.28,77291000.0
LNN,Lindsay Corporation,0000836157,2025-08-31,676368000,74052000,10.95,11.41,840836000,307986000,532850000.0,36.63,6.82,10454669.0
NVMI,NOVA LTD.,0001109345,2024-12-31,672396000,183762000,27.33,29.83,1390422000,462627000,927795000.0,33.27,6.31,29278401.0
USPH,U S PHYSICAL THERAPY INC /NV,0000885978,2024-12-31,671345000,31424000,4.68,11.0,1167467000,408421000,488929000.0,34.98,1.84,15204119.0
FR,"FIRST INDUSTRIAL REALTY TRUST, INC.",0000921825,2024-12-31,669641000,287554000,42.94,9.06,5261426000,2515398000,2665607000.0,47.81,2.17,132422260.0
GDEN,"GOLDEN ENTERTAINMENT, INC.",0001071255,2024-12-31,666818000,50731000,7.61,-36.68,1079906000,605679000,474227000.0,56.09,1.8,26173985.0
PECO,"PHILLIPS EDISON & COMPANY, INC.",0001476204,2024-12-31,661392000,62685000,9.48,8.4,5046223000,2412238000,2319922000.0,47.8,0.51,125800000.0
DV,"DoubleVerify Holdings, Inc.",0001819928,2024-12-31,656849000,56231000,8.56,14.72,1276210000,192751000,1083459000.0,15.1,0.33,161107214.0
MARA,"MARA HOLDINGS, INC.",0001507605,2024-12-31,656378000,541253000,82.46,69.38,6801317000,765221042,4129033000.0,11.25,1.87,378184353.0
HBB,Hamilton Beach Brands Holding Co,0001709164,2024-12-31,654693000,30759000,4.7,4.65,415067000,249164000,165903000.0,60.03,2.2,0.0
NOA,North American Construction Group Ltd.,0001368519,2024-12-31,654143000,44085000,6.74,,1694264000,1305362000,388902000.0,77.05,0.61,27704450.0
KLIC,"KULICKE AND SOFFA INDUSTRIES, INC.",0000056978,2025-10-04,654081000,213000,0.03,-7.38,1104342000,282851000,821491000.0,25.61,0.0,52363000.0
NMIH,"NMI Holdings, Inc.",0001547903,2024-12-31,650971000,360106000,55.32,12.43,3349973000,1132541000,2217432000.0,33.81,4.51,76867928.0
OLED,UNIVERSAL DISPLAY CORPORATION,0001005284,2024-12-31,647684000,222079000,34.29,12.36,1832333000,215808000,1616525000.0,11.78,4.66,47542245.0
ODD,Oddity Tech Ltd,0001907085,2024-12-31,647040000,101491000,15.69,27.2,438882000,156578000,282304000.0,35.68,1.77,
HL,HECLA MINING COMPANY,0000719413,2024-12-31,645957000,35802000,5.54,45.63,2981060000,941546000,2039514000.0,31.58,0.06,670098670.0
REX,REX AMERICAN RESOURCES CORPORATION,0000744187,2025-01-31,642491000,60935000,9.48,-22.91,720008000,121000,560337000.0,0.02,3.3,32937718.0
EGP,"EASTGROUP PROPERTIES, INC.",0000049600,2024-12-31,640234000,18325000,2.86,12.21,5077476000,1784932000,3292179000.0,35.15,4.67,53348644.0
IRT,"INDEPENDENCE REALTY TRUST, INC.",0001466085,2024-12-31,640035000,39291000,6.14,-3.17,6057919000,2482845000,3442275000.0,40.99,0.17,239112982.0
QH,QUHUO Ltd,0001781193,2024-12-31,631654000,371000,0.06,59.7,118781000,55678000,63666000.0,46.87,0.0,14972760.0
CARS,Cars.com Inc.,0001683606,2024-12-31,626262000,48188000,7.69,-1.08,1111865000,600380000,511485000.0,54.0,0.73,59813268.0
ADC,AGREE REALTY CORPORATION,0000917251,2024-12-31,617095000,189197000,30.66,14.81,8486446000,2975785000,5510046000.0,35.07,1.79,114934390.0
EPAC,ENERPAC TOOL GROUP CORP.,0000006955,2025-08-31,616899000,92749000,15.03,4.65,827867000,394173000,433694000.0,47.61,1.72,52776305.0
DCGO,DocGo Inc.,0001822359,2024-12-31,616555132,34584498,5.61,-1.24,455621132,140442002,320917476.0,30.82,0.2,97813372.0
MLR,"MILLER INDUSTRIES, INC.",0000924822,2024-12-31,615101000,63494000,10.32,2.33,667015000,265985000,227563000.0,39.88,5.55,11431416.0
JILL,"J.JILL, INC.",0001687932,2025-02-01,610857000,39483000,6.46,1.02,417699000,311930000,105769000.0,74.68,2.64,15115353.0
DBRG,"DigitalBridge Group, Inc.",0001679688,2024-12-31,607028000,70522000,11.62,-26.1,3513318000,1022128000,1958582000.0,29.09,0.07,182674425.0
SWBI,"Smith & Wesson Brands, Inc.",0001092796,2025-04-30,606850000,13425000,2.21,308.85,559612000,187158000,372454000.0,33.44,0.3,44493745.0
VITL,"Vital Farms, Inc.",0001579733,2024-12-29,606307000,53388000,8.81,28.49,359332000,90030000,269302000.0,25.05,1.25,44774520.0
DOCS,"Doximity, Inc.",0001516513,2025-03-31,570399000,223185000,39.13,19.98,1264309000,181684000,1082625000.0,14.37,1.19,188090000.0
CDRE,"CADRE HOLDINGS, INC.",0001860543,2024-12-31,567561000,36133000,6.37,17.62,652713000,341198000,311515000.0,52.27,0.9,40663844.0
NVGS,NAVIGATOR HOLDINGS LTD,0001581804,2024-12-31,566679000,85571000,15.1,2.89,2180629000,934265000,1205469000.0,42.84,1.2,69397648.0
TREX,"Trex Company, Inc.",0001069878,2024-12-31,565153000,226392000,40.06,17.83,1324298000,474156000,850142000.0,35.8,2.09,107254784.0
WRLD,WORLD ACCEPTANCE CORP,0000108385,2025-03-31,564841465,89741398,15.89,307.44,1007627647,568147183,439480464.0,56.38,16.54,5038077.0
FLOC,Flowco Holdings Inc.,0002035149,2025-09-30,562506000,24160000,4.3,,1686235000,364941000,370958000.0,21.64,0.92,
EXPO,"EXPONENT, INC.",0000851520,2025-01-03,558514000,109002000,19.52,4.05,777270000,356202000,421068000.0,45.83,2.13,49887226.0
IBEX,IBEX LIMITED,0001720420,2025-06-30,558273000,36864000,6.6,9.77,273215000,138906000,134309000.0,50.84,2.51,13467175.0
DCO,DUCOMMUN INCORPORATED,0000030305,2024-12-31,558183000,31495000,5.64,1.37,1126101000,443571000,682530000.0,39.39,2.13,14946052.0
THRM,GENTHERM INCORPORATED,0000903129,2024-12-31,554979000,95393000,17.19,50.16,1247556000,630609000,616947000.0,50.55,2.08,30525148.0
DIOD,DIODES INC /DEL/,0000029002,2024-12-31,554340000,44024000,7.94,,2386281000,517334000,1795301000.0,21.68,0.95,46385331.0
PLMR,"Palomar Holdings, Inc.",0001761312,2024-12-31,553863000,117573000,21.23,47.33,2262220000,1533190000,729030000.0,67.77,4.61,26501692.0
BUR,BURFORD CAPITAL LIMITED,0001714174,2024-12-31,546087000,146484000,26.82,-49.76,6175025000,2918190000,2419432000.0,47.26,0.67,218888500.0
IGIC,International General Insurance Holdings Ltd.,0001794338,2024-12-31,539009000,135151000,25.07,14.21,2037538000,1382706000,654832000.0,67.86,3.01,45108936.0
PLAB,"PHOTRONICS, INC.",0000810136,2025-10-31,535276000,136405000,25.48,18.77,1804534000,207227000,1173589000.0,11.48,2.29,59064641.0
ALNT,ALLIENT INC,0000046129,2024-12-31,529968000,13166000,2.48,-8.41,575781000,310927000,264854000.0,54.0,0.8,16943497.0
OWL,BLUE OWL CAPITAL INC.,0001823945,2024-12-31,527859000,109584000,20.76,36.28,10992470000,5186434000,2127758000.0,47.18,0.2,6875000.0
CPRT,"COPART, INC.",0000900075,2025-07-31,525659000,1552449000,295.33,-5.19,10090902000,883411000,5987440000.0,8.75,1.61,968017684.0
MLI,MUELLER INDUSTRIES INC,0000089439,2024-12-28,523524000,604879000,115.54,10.88,3290906000,486498000,2773165000.0,14.78,5.43,111013631.0
SIMO,Silicon Motion Technology Corporation,0001329394,2024-12-31,523404000,89249000,17.05,-5.89,1031336000,259052000,772284000.0,25.12,0.66,134764480.0
XPRO,Expro Group Holdings N.V.,0001575828,2024-12-31,522493000,51918000,9.94,14.89,2333541000,842057000,1491484000.0,36.08,0.45,113560421.0
NOVT,NOVANTA INC.,0001076930,2024-12-31,521290000,64087000,12.29,35.49,1388511000,642813000,745698000.0,46.3,1.78,35775123.0
